"wave","original_mac_m2.mg","original_corrected_mac_m2.mg","invivo_corrected_mac_m2.mg","invivo_corrected_750_normalised_mac_m2.mg"
689,0.016260159,0.016260159,0.0806909187945427,0.0523471486321939
690,0.016088579,0.016088579,0.0797445674902389,0.0514007973278901
691,0.015782125,0.015782125,0.0787420411625538,0.050398271000205
692,0.015475671,0.015475671,0.0778857992574507,0.0495420290951019
693,0.015322664,0.015322664,0.077155884824921,0.0488121146625722
694,0.015169657,0.015169657,0.0764835778590573,0.0481398076967085
695,0.015083967,0.015083967,0.0756604885927264,0.0473167184303776
696,0.014998276,0.014998276,0.0748048817310012,0.0464611115686524
697,0.014876176,0.014876176,0.0740000822541234,0.0456563120917746
698,0.014754077,0.014754077,0.0731965824747752,0.0448528123124264
699,0.014574896,0.014574896,0.0724609833611432,0.0441172131987944
700,0.014395714,0.014395714,0.071784829534801,0.0434410593724522
701,0.014513725,0.014513725,0.0712878726550322,0.0429441024926834
702,0.014631736,0.014631736,0.0707503032768635,0.0424065331145147
703,0.014538954,0.014538954,0.0701259922738361,0.0417822221114873
704,0.014446173,0.014446173,0.0693354006701663,0.0409916305078175
705,0.014190243,0.014190243,0.0686158149452338,0.0402720447828851
706,0.013934314,0.013934314,0.0680197109354614,0.0396759407731126
707,0.013841191,0.013841191,0.0674875135578929,0.0391437433955441
708,0.013748068,0.013748068,0.0668577215213534,0.0385139513590046
709,0.013503681,0.013503681,0.0662511278742261,0.0379073577118773
710,0.013259294,0.013259294,0.0656092928327395,0.0372655226703907
711,0.013196248,0.013196248,0.064899966476279,0.0365561963139302
712,0.013133202,0.013133202,0.0639991151750767,0.0356553450127279
713,0.0128658,0.0128658,0.0634672146872714,0.0351234445249226
714,0.012598397,0.012598397,0.0629513977166733,0.0346076275543245
715,0.012165373,0.012165373,0.0621617696196155,0.0338179994572667
716,0.011732349,0.011732349,0.0610323629033591,0.0326885927410103
717,0.011772387,0.011772387,0.0602089542125304,0.0318651840501816
718,0.011812424,0.011812424,0.059453964555647,0.0311101943932982
719,0.011548613,0.011548613,0.0586192408547781,0.0302754706924293
720,0.011284802,NA,0.0577517746830147,0.0294080045206659
721,0.011419055,0.00638734897044833,0.0569826798069252,0.0286389096445764
722,0.011553307,0.00539332314988757,0.0562504461355216,0.0279066759731728
723,0.011125764,0.00445682979251266,0.0554361473049625,0.0270923771426137
724,0.01069822,0.00361755556080854,0.0546663207686053,0.0263225506062565
725,0.010656255,0.00311752391923588,0.053800363859617,0.0254565936972682
726,0.01061429,0.00285815318521749,0.0529361009076662,0.0245923307453174
727,0.010740483,0.0026787290885667,0.052067946580524,0.0237241764181752
728,0.010866676,0.0025975143111253,0.0511455512967052,0.0228017811343564
729,0.010434274,0.00239480377193091,0.0500549354263905,0.0217111652640417
730,0.010001872,0.00224139377038147,0.0490011733113294,0.0206574031489806
731,0.010075186,0.00220602619393556,0.0480028000503873,0.0196590298880385
732,0.010148499,0.00219853596326594,0.0468083293290445,0.0184645591666957
733,0.009634116,0.00206528974416055,0.0456311317844217,0.0172873616220729
734,0.009119733,0.00194733759978036,0.0445728886007646,0.0162291184384158
735,0.009482438,0.00201679779585847,0.0436335021716349,0.0152897320092862
736,0.009845144,0.00208797829252977,0.0426860190650558,0.014342248902707
737,0.009689463,0.00204909031142852,0.0419654415759944,0.0136216714136457
738,0.009533782,0.00201299711029789,0.0412804401567054,0.0129366699943566
739,0.009581978,0.00201992272066012,0.0406744749050129,0.0123307047426641
740,0.009630173,0.00203209997719778,0.0401659273209284,0.0118221571585796
741,0.009270034,0.00174161604567084,0.0396866981288943,0.0113429279665455
742,0.008909895,0.00169838071623657,0.039252816186994,0.0109090460246452
743,0.009046319,0.00174948002486703,0.0388484663354897,0.0105046961731409
744,0.009182743,0.00180481293918183,0.0384552688249711,0.0101114986626223
745,0.008723572,0.00174274911880555,0.0382042093221447,0.00986043915979592
746,0.0082644,0.0016794499385628,0.0380493970343696,0.00970562687202081
747,0.008248623,0.00169297045591853,0.0377523910481284,0.00940862088577962
748,0.008232846,0.00170740103223347,0.0373519236907374,0.00900815352838866
749,0.008187598,0.0017158900681039,0.0369135729994209,0.00856980283707214
750,0.00814235,0.00172571741627115,0.0364861201623488,0.00814235
